CodeValue,ShortDescription,Description,Namespace
Doubled-up,Doubled-up,Doubled-up,uri://ed-fi.org/HomelessPrimaryNighttimeResidenceDescriptor
Hotels/motels,Hotels/motels,Hotels/motels,uri://ed-fi.org/HomelessPrimaryNighttimeResidenceDescriptor
Shelters,Shelters,Shelters,uri://ed-fi.org/HomelessPrimaryNighttimeResidenceDescriptor
Unsheltered,Unsheltered,Unsheltered,uri://ed-fi.org/HomelessPrimaryNighttimeResidenceDescriptor
