CodeValue,ShortDescription,Description,Namespace
Certification,Certification,Certification,uri://ed-fi.org/CredentialTypeDescriptor
Endorsement,Endorsement,Endorsement,uri://ed-fi.org/CredentialTypeDescriptor
Licensure,Licensure,Licensure,uri://ed-fi.org/CredentialTypeDescriptor
Other,Other,Other,uri://ed-fi.org/CredentialTypeDescriptor
Registration,Registration,Registration,uri://ed-fi.org/CredentialTypeDescriptor
