CodeValue,ShortDescription,Description,Namespace
Assistant Teacher,Assistant Teacher,Assistant Teacher,uri://ed-fi.org/ClassroomPositionDescriptor
Substitute Teacher,Substitute Teacher,Substitute Teacher,uri://ed-fi.org/ClassroomPositionDescriptor
Support Teacher,Support Teacher,Support Teacher,uri://ed-fi.org/ClassroomPositionDescriptor
Teacher of Record,Teacher of Record,Teacher of Record,uri://ed-fi.org/ClassroomPositionDescriptor
