CodeValue,ShortDescription,Description,Namespace
Classroom credit,Classroom credit,Classroom credit,uri://ed-fi.org/MethodCreditEarnedDescriptor
Converted occupational experience credit,Converted occupational experience credit,Converted occupational experience credit,uri://ed-fi.org/MethodCreditEarnedDescriptor
Correspondence credit,Correspondence credit,Correspondence credit,uri://ed-fi.org/MethodCreditEarnedDescriptor
Credit by examination,Credit by examination,Credit by examination,uri://ed-fi.org/MethodCreditEarnedDescriptor
Credit recovery,Credit recovery,Credit recovery,uri://ed-fi.org/MethodCreditEarnedDescriptor
Online credit,Online credit,Online credit,uri://ed-fi.org/MethodCreditEarnedDescriptor
Other,Other,Other,uri://ed-fi.org/MethodCreditEarnedDescriptor
Transfer credit,Transfer credit,Transfer credit,uri://ed-fi.org/MethodCreditEarnedDescriptor
