CodeValue,ShortDescription,Description,Namespace
American Indian - Alaska Native,American Indian - Alaska Native,American Indian - Alaska Native,uri://ed-fi.org/RaceDescriptor
Asian,Asian,Asian,uri://ed-fi.org/RaceDescriptor
Black - African American,Black - African American,Black - African American,uri://ed-fi.org/RaceDescriptor
Choose Not to Respond,Choose Not to Respond,Choose Not to Respond,uri://ed-fi.org/RaceDescriptor
Native Hawaiian - Pacific Islander,Native Hawaiian - Pacific Islander,Native Hawaiian - Pacific Islander,uri://ed-fi.org/RaceDescriptor
Other,Other,Other,uri://ed-fi.org/RaceDescriptor
White,White,White,uri://ed-fi.org/RaceDescriptor
