CodeValue,ShortDescription,Description,Namespace
Other,Other,Other,uri://ed-fi.org/CharterApprovalAgencyTypeDescriptor
Public charter school board,Public charter school board,Public charter school board,uri://ed-fi.org/CharterApprovalAgencyTypeDescriptor
State board of education,State board of education,State board of education,uri://ed-fi.org/CharterApprovalAgencyTypeDescriptor
University,University,University,uri://ed-fi.org/CharterApprovalAgencyTypeDescriptor
