CodeValue,ShortDescription,Description,Namespace
Counseling Services,Counseling Services,Counseling Services,uri://ed-fi.org/MigrantEducationProgramServiceDescriptor
High School Accrual,High School Accrual,High School Accrual,uri://ed-fi.org/MigrantEducationProgramServiceDescriptor
Instructional Services,Instructional Services,Instructional Services,uri://ed-fi.org/MigrantEducationProgramServiceDescriptor
Mathematics Instruction,Mathematics Instruction,Mathematics Instruction,uri://ed-fi.org/MigrantEducationProgramServiceDescriptor
Reading Instruction,Reading Instruction,Reading Instruction,uri://ed-fi.org/MigrantEducationProgramServiceDescriptor
Referral Services,Referral Services,Referral Services,uri://ed-fi.org/MigrantEducationProgramServiceDescriptor
Support Services,Support Services,Support Services,uri://ed-fi.org/MigrantEducationProgramServiceDescriptor
