CodeValue,ShortDescription,Description,Namespace
4-year bachelor's degree,4-year bachelor's degree,4-year bachelor's degree,uri://ed-fi.org/TeachingCredentialBasisDescriptor
5-year bachelor's degree,5-year bachelor's degree,5-year bachelor's degree,uri://ed-fi.org/TeachingCredentialBasisDescriptor
Reciprocation with another state,Credentials based on reciprocation with another state,Credentials based on reciprocation with another state,uri://ed-fi.org/TeachingCredentialBasisDescriptor
Doctoral degree,Doctoral degree,Doctoral degree,uri://ed-fi.org/TeachingCredentialBasisDescriptor
Master's degree,Master's degree,Master's degree,uri://ed-fi.org/TeachingCredentialBasisDescriptor
Met state testing requirement,Met state testing requirement,Met state testing requirement,uri://ed-fi.org/TeachingCredentialBasisDescriptor
Relevant experience,Relevant experience,Relevant experience,uri://ed-fi.org/TeachingCredentialBasisDescriptor
Special/alternative program completion,Special/alternative program completion,Special/alternative program completion,uri://ed-fi.org/TeachingCredentialBasisDescriptor
