CodeValue,ShortDescription,Description,Namespace
Law enforcement officer,Law enforcement officer,Law enforcement officer,uri://ed-fi.org/ReporterDescriptionDescriptor
Non-school personnel,Non-school personnel,Non-school personnel,uri://ed-fi.org/ReporterDescriptionDescriptor
Other,Other,Other,uri://ed-fi.org/ReporterDescriptionDescriptor
Parent/guardian,Parent/guardian,Parent/guardian,uri://ed-fi.org/ReporterDescriptionDescriptor
Staff,Staff,Staff,uri://ed-fi.org/ReporterDescriptionDescriptor
Student,Student,Student,uri://ed-fi.org/ReporterDescriptionDescriptor
