CodeValue,ShortDescription,Description,Namespace
Alternative,Alternative,Alternative,uri://ed-fi.org/SchoolTypeDescriptor
Career and Technical Education,Career and Technical Education,Career and Technical Education,uri://ed-fi.org/SchoolTypeDescriptor
Regular,Regular,Regular,uri://ed-fi.org/SchoolTypeDescriptor
Special Education,Special Education,Special Education,uri://ed-fi.org/SchoolTypeDescriptor
