CodeValue,ShortDescription,Description,Namespace
Equivalent,Equivalent,Equivalent,uri://ed-fi.org/LearningStandardEquivalenceStrengthDescriptor
Mostly equivalent,Mostly equivalent,Mostly equivalent,uri://ed-fi.org/LearningStandardEquivalenceStrengthDescriptor
Partially equivalent,Partially equivalent,Partially equivalent,uri://ed-fi.org/LearningStandardEquivalenceStrengthDescriptor
Minimally equivalent,Minimally equivalent,Minimally equivalent,uri://ed-fi.org/LearningStandardEquivalenceStrengthDescriptor
