CodeValue,ShortDescription,Description,Namespace
Classroom,Classroom,Classroom,uri://ed-fi.org/AdministrationEnvironmentDescriptor
School,School,School,uri://ed-fi.org/AdministrationEnvironmentDescriptor
Testing Center,Testing Center,Testing Center,uri://ed-fi.org/AdministrationEnvironmentDescriptor
