CodeValue,ShortDescription,Description,Namespace
High Speed,High Speed,High Speed,uri://ed-fi.org/InternetAccessDescriptor
Less Than High Speed,Less Than High Speed,Less Than High Speed,uri://ed-fi.org/InternetAccessDescriptor
None,None,None,uri://ed-fi.org/InternetAccessDescriptor
