CodeValue,ShortDescription,Description,Namespace
arm,Armenian,Armenian,uri://ed-fi.org/LanguageDescriptor
arp,Arapaho,Arapaho,uri://ed-fi.org/LanguageDescriptor
arw,Arawak,Arawak,uri://ed-fi.org/LanguageDescriptor
aus,Australian languages,Australian languages,uri://ed-fi.org/LanguageDescriptor
ave,Avestan,Avestan,uri://ed-fi.org/LanguageDescriptor
aym,Aymara,Aymara,uri://ed-fi.org/LanguageDescriptor
bad,Banda languages,Banda languages,uri://ed-fi.org/LanguageDescriptor
bak,Bashkir,Bashkir,uri://ed-fi.org/LanguageDescriptor
bam,Bambara,Bambara,uri://ed-fi.org/LanguageDescriptor
baq,Basque,Basque,uri://ed-fi.org/LanguageDescriptor
bat,Baltic languages,Baltic languages,uri://ed-fi.org/LanguageDescriptor
bel,Belarusian,Belarusian,uri://ed-fi.org/LanguageDescriptor
ben,Bengali,Bengali,uri://ed-fi.org/LanguageDescriptor
bho,Bhojpuri,Bhojpuri,uri://ed-fi.org/LanguageDescriptor
bik,Bikol,Bikol,uri://ed-fi.org/LanguageDescriptor
bis,Bislama,Bislama,uri://ed-fi.org/LanguageDescriptor
bnt,Bantu languages,Bantu languages,uri://ed-fi.org/LanguageDescriptor
bra,Braj,Braj,uri://ed-fi.org/LanguageDescriptor
btk,Batak languages,Batak languages,uri://ed-fi.org/LanguageDescriptor
bug,Buginese,Buginese,uri://ed-fi.org/LanguageDescriptor
bur,Burmese,Burmese,uri://ed-fi.org/LanguageDescriptor
cad,Caddo,Caddo,uri://ed-fi.org/LanguageDescriptor
car,Galibi Carib,Galibi Carib,uri://ed-fi.org/LanguageDescriptor
cau,Caucasian languages,Caucasian languages,uri://ed-fi.org/LanguageDescriptor
cel,Celtic languages,Celtic languages,uri://ed-fi.org/LanguageDescriptor
chb,Chibcha,Chibcha,uri://ed-fi.org/LanguageDescriptor
chg,Chagatai,Chagatai,uri://ed-fi.org/LanguageDescriptor
chk,Chuukese,Chuukese,uri://ed-fi.org/LanguageDescriptor
chn,Chinook jargon,Chinook jargon,uri://ed-fi.org/LanguageDescriptor
chy,Cheyenne,Cheyenne,uri://ed-fi.org/LanguageDescriptor
cop,Coptic,Coptic,uri://ed-fi.org/LanguageDescriptor
cos,Corsican,Corsican,uri://ed-fi.org/LanguageDescriptor
cpf,"""Creoles and pidgins, French-based""","""Creoles and pidgins, French-based""",uri://ed-fi.org/LanguageDescriptor
cre,Cree,Cree,uri://ed-fi.org/LanguageDescriptor
crp,Creoles and pidgins,Creoles and pidgins,uri://ed-fi.org/LanguageDescriptor
cus,Cushitic languages,Cushitic languages,uri://ed-fi.org/LanguageDescriptor
dak,Dakota,Dakota,uri://ed-fi.org/LanguageDescriptor
dar,Dargwa,Dargwa,uri://ed-fi.org/LanguageDescriptor
del,Delaware,Delaware,uri://ed-fi.org/LanguageDescriptor
dgr,Dogrib,Dogrib,uri://ed-fi.org/LanguageDescriptor
dra,Dravidian languages,Dravidian languages,uri://ed-fi.org/LanguageDescriptor
dua,Duala,Duala,uri://ed-fi.org/LanguageDescriptor
dzo,Dzongkha,Dzongkha,uri://ed-fi.org/LanguageDescriptor
egy,Egyptian (Ancient),Egyptian (Ancient),uri://ed-fi.org/LanguageDescriptor
elx,Elamite,Elamite,uri://ed-fi.org/LanguageDescriptor
enm,"""English, Middle (1100-1500)""","""English, Middle (1100-1500)""",uri://ed-fi.org/LanguageDescriptor
est,Estonian,Estonian,uri://ed-fi.org/LanguageDescriptor
ewo,Ewondo,Ewondo,uri://ed-fi.org/LanguageDescriptor
fao,Faroese,Faroese,uri://ed-fi.org/LanguageDescriptor
fij,Fijian,Fijian,uri://ed-fi.org/LanguageDescriptor
fin,Finnish,Finnish,uri://ed-fi.org/LanguageDescriptor
fon,Fon,Fon,uri://ed-fi.org/LanguageDescriptor
frm,"""French, Middle (ca.1400-1600)""","""French, Middle (ca.1400-1600)""",uri://ed-fi.org/LanguageDescriptor
frr,Northern Frisian,Northern Frisian,uri://ed-fi.org/LanguageDescriptor
fry,Western Frisian,Western Frisian,uri://ed-fi.org/LanguageDescriptor
fur,Friulian,Friulian,uri://ed-fi.org/LanguageDescriptor
gay,Gayo,Gayo,uri://ed-fi.org/LanguageDescriptor
gem,Germanic languages,Germanic languages,uri://ed-fi.org/LanguageDescriptor
ger,German,German,uri://ed-fi.org/LanguageDescriptor
gil,Gilbertese,Gilbertese,uri://ed-fi.org/LanguageDescriptor
gle,Irish,Irish,uri://ed-fi.org/LanguageDescriptor
glv,Manx,Manx,uri://ed-fi.org/LanguageDescriptor
goh,"""German, Old High (ca.750-1050)""","""German, Old High (ca.750-1050)""",uri://ed-fi.org/LanguageDescriptor
gor,Gorontalo,Gorontalo,uri://ed-fi.org/LanguageDescriptor
grb,Grebo,Grebo,uri://ed-fi.org/LanguageDescriptor
gre,"""Greek, Modern (1453-)""","""Greek, Modern (1453-)""",uri://ed-fi.org/LanguageDescriptor
gwi,Gwich'in,Gwich'in,uri://ed-fi.org/LanguageDescriptor
haw,Hawaiian,Hawaiian,uri://ed-fi.org/LanguageDescriptor
her,Herero,Herero,uri://ed-fi.org/LanguageDescriptor
hit,Hittite,Hittite,uri://ed-fi.org/LanguageDescriptor
hmo,Hiri Motu,Hiri Motu,uri://ed-fi.org/LanguageDescriptor
hsb,Upper Sorbian,Upper Sorbian,uri://ed-fi.org/LanguageDescriptor
hup,Hupa,Hupa,uri://ed-fi.org/LanguageDescriptor
ibo,Igbo,Igbo,uri://ed-fi.org/LanguageDescriptor
ido,Ido,Ido,uri://ed-fi.org/LanguageDescriptor
ijo,Ijo languages,Ijo languages,uri://ed-fi.org/LanguageDescriptor
ina,Interlingua (International Auxiliary Language Association),Interlingua (International Auxiliary Language Association),uri://ed-fi.org/LanguageDescriptor
ind,Indonesian,Indonesian,uri://ed-fi.org/LanguageDescriptor
inh,Ingush,Ingush,uri://ed-fi.org/LanguageDescriptor
ira,Iranian languages,Iranian languages,uri://ed-fi.org/LanguageDescriptor
ita,Italian,Italian,uri://ed-fi.org/LanguageDescriptor
jbo,Lojban,Lojban,uri://ed-fi.org/LanguageDescriptor
jpr,Judeo-Persian,Judeo-Persian,uri://ed-fi.org/LanguageDescriptor
kaa,Kara-Kalpak,Kara-Kalpak,uri://ed-fi.org/LanguageDescriptor
kam,Kamba,Kamba,uri://ed-fi.org/LanguageDescriptor
kar,Karen languages,Karen languages,uri://ed-fi.org/LanguageDescriptor
kau,Kanuri,Kanuri,uri://ed-fi.org/LanguageDescriptor
kaz,Kazakh,Kazakh,uri://ed-fi.org/LanguageDescriptor
kha,Khasi,Khasi,uri://ed-fi.org/LanguageDescriptor
khm,Central Khmer,Central Khmer,uri://ed-fi.org/LanguageDescriptor
kok,Konkani,Konkani,uri://ed-fi.org/LanguageDescriptor
kon,Kongo,Kongo,uri://ed-fi.org/LanguageDescriptor
kos,Kosraean,Kosraean,uri://ed-fi.org/LanguageDescriptor
krc,Karachay-Balkar,Karachay-Balkar,uri://ed-fi.org/LanguageDescriptor
kro,Kru languages,Kru languages,uri://ed-fi.org/LanguageDescriptor
kur,Kurdish,Kurdish,uri://ed-fi.org/LanguageDescriptor
lad,Ladino,Ladino,uri://ed-fi.org/LanguageDescriptor
lam,Lamba,Lamba,uri://ed-fi.org/LanguageDescriptor
lat,Latin,Latin,uri://ed-fi.org/LanguageDescriptor
lez,Lezghian,Lezghian,uri://ed-fi.org/LanguageDescriptor
lin,Lingala,Lingala,uri://ed-fi.org/LanguageDescriptor
lol,Mongo,Mongo,uri://ed-fi.org/LanguageDescriptor
lub,Luba-Katanga,Luba-Katanga,uri://ed-fi.org/LanguageDescriptor
lui,Luiseno,Luiseno,uri://ed-fi.org/LanguageDescriptor
luo,Luo (Kenya and Tanzania),Luo (Kenya and Tanzania),uri://ed-fi.org/LanguageDescriptor
mac,Macedonian,Macedonian,uri://ed-fi.org/LanguageDescriptor
mag,Magahi,Magahi,uri://ed-fi.org/LanguageDescriptor
mai,Maithili,Maithili,uri://ed-fi.org/LanguageDescriptor
mal,Malayalam,Malayalam,uri://ed-fi.org/LanguageDescriptor
mao,Maori,Maori,uri://ed-fi.org/LanguageDescriptor
mar,Marathi,Marathi,uri://ed-fi.org/LanguageDescriptor
may,Malay,Malay,uri://ed-fi.org/LanguageDescriptor
mdr,Mandar,Mandar,uri://ed-fi.org/LanguageDescriptor
mga,"""Irish, Middle (900-1200)""","""Irish, Middle (900-1200)""",uri://ed-fi.org/LanguageDescriptor
min,Minangkabau,Minangkabau,uri://ed-fi.org/LanguageDescriptor
mkh,Mon-Khmer languages,Mon-Khmer languages,uri://ed-fi.org/LanguageDescriptor
