CodeValue,ShortDescription,Description,Namespace
Correspondence language,Correspondence language,Correspondence language,uri://ed-fi.org/LanguageUseDescriptor
Dominant language,Dominant language,Dominant language,uri://ed-fi.org/LanguageUseDescriptor
Home language,Home language,Home language,uri://ed-fi.org/LanguageUseDescriptor
Native language,Native language,Native language,uri://ed-fi.org/LanguageUseDescriptor
Other,Other,Other,uri://ed-fi.org/LanguageUseDescriptor
Other language proficiency,Other language proficiency,Other language proficiency,uri://ed-fi.org/LanguageUseDescriptor
Spoken language,Spoken language,Spoken language,uri://ed-fi.org/LanguageUseDescriptor
Written language,Written language,Written language,uri://ed-fi.org/LanguageUseDescriptor
