CodeValue,ShortDescription,Description,Namespace
Active,Active,Active,uri://ed-fi.org/InteractivityStyleDescriptor
Expositive,Expositive,Expositive,uri://ed-fi.org/InteractivityStyleDescriptor
Mixed,Mixed,Mixed,uri://ed-fi.org/InteractivityStyleDescriptor
Other,Other,Other,uri://ed-fi.org/InteractivityStyleDescriptor
