CodeValue,ShortDescription,Description,Namespace
Creative curriculum family child care,Creative curriculum family child care,Creative curriculum family child care,uri://ed-fi.org/CurriculumUsedDescriptor
Creative curriculum infants/toddlers,Creative curriculum infants/toddlers,Creative curriculum infants/toddlers,uri://ed-fi.org/CurriculumUsedDescriptor
Creative curriculum preschool,Creative curriculum preschool,Creative curriculum preschool,uri://ed-fi.org/CurriculumUsedDescriptor
Highscope infants/toddlers,Highscope infants/toddlers,Highscope infants/toddlers,uri://ed-fi.org/CurriculumUsedDescriptor
Highscope preschoolers,Highscope preschoolers,Highscope preschoolers,uri://ed-fi.org/CurriculumUsedDescriptor
Locally designed curriculum,Locally designed curriculum,Locally designed curriculum,uri://ed-fi.org/CurriculumUsedDescriptor
Montessori curriculum,Montessori curriculum,Montessori curriculum,uri://ed-fi.org/CurriculumUsedDescriptor
None,None,None,uri://ed-fi.org/CurriculumUsedDescriptor
Other curriculum,Other curriculum,Other curriculum,uri://ed-fi.org/CurriculumUsedDescriptor
