CodeValue,ShortDescription,Description,Namespace
American Indian Or Alaskan Native,American Indian Or Alaskan Native,American Indian Or Alaskan Native,uri://ed-fi.org/OldEthnicityDescriptor
Asian Or Pacific Islander,Asian Or Pacific Islander,Asian Or Pacific Islander,uri://ed-fi.org/OldEthnicityDescriptor
"Black, Not Of Hispanic Origin","Black, Not Of Hispanic Origin","Black, Not Of Hispanic Origin",uri://ed-fi.org/OldEthnicityDescriptor
Hispanic,Hispanic,Hispanic,uri://ed-fi.org/OldEthnicityDescriptor
"White, Not Of Hispanic Origin","White, Not Of Hispanic Origin","White, Not Of Hispanic Origin",uri://ed-fi.org/OldEthnicityDescriptor
