CodeValue,ShortDescription,Description,Namespace
Year 1,Year 1,Year 1,uri://ed-fi.org/MonitoredDescriptor
Year 2,Year 2,Year 2,uri://ed-fi.org/MonitoredDescriptor
Not Monitored,Not Monitored,Not Monitored,uri://ed-fi.org/MonitoredDescriptor
