CodeValue,ShortDescription,Description,Namespace
Accountability,Accountability,Accountability,uri://ed-fi.org/ResponsibilityDescriptor
Attendance,Attendance,Attendance,uri://ed-fi.org/ResponsibilityDescriptor
Discipline,Discipline,Discipline,uri://ed-fi.org/ResponsibilityDescriptor
Funding,Funding,Funding,uri://ed-fi.org/ResponsibilityDescriptor
Graduation,Graduation,Graduation,uri://ed-fi.org/ResponsibilityDescriptor
Individualized Education Program,Individualized Education Program,Individualized Education Program,uri://ed-fi.org/ResponsibilityDescriptor
Transportation,Transportation,Transportation,uri://ed-fi.org/ResponsibilityDescriptor
