CodeValue,ShortDescription,Description,Namespace
Ceased to be migratory during previous term,Ceased to be migratory in previous term - comparable services not available,Ceased to be migratory during previous school term and no comparable services are available,uri://ed-fi.org/ContinuationofServicesReasonDescriptor
Ceased to be migratory during school term,Ceased to be migratory during school term,Ceased to be migratory during school term,uri://ed-fi.org/ContinuationofServicesReasonDescriptor
Previously migratory secondary student,Previously migratory secondary student continuing credit accrual,Previously migratory secondary student continuing secondary school credit accrual,uri://ed-fi.org/ContinuationofServicesReasonDescriptor
