CodeValue,ShortDescription,Description,Namespace
Involuntary separation,Involuntary separation,Involuntary separation,uri://ed-fi.org/SeparationDescriptor
Mutual agreement,Mutual agreement,Mutual agreement,uri://ed-fi.org/SeparationDescriptor
Other,Other,Other,uri://ed-fi.org/SeparationDescriptor
Voluntary separation,Voluntary separation,Voluntary separation,uri://ed-fi.org/SeparationDescriptor
