CodeValue,ShortDescription,Description,Namespace
Passed,Passed,Passed,uri://ed-fi.org/TechnicalSkillsAssessmentDescriptor
Not Passed,Not Passed,Not Passed,uri://ed-fi.org/TechnicalSkillsAssessmentDescriptor
Did Not Take,Did Not Take,Did Not Take,uri://ed-fi.org/TechnicalSkillsAssessmentDescriptor
