CodeValue,ShortDescription,Description,Namespace
Not A Title I School,Not A Title I School,Not A Title I School,uri://ed-fi.org/TitleIPartASchoolDesignationDescriptor
Title I Schoolwide Eligible School-No Program,Title I Schoolwide Eligible School-No Program,Title I Schoolwide Eligible School-No Program,uri://ed-fi.org/TitleIPartASchoolDesignationDescriptor
Title I Schoolwide Eligible-Target Assist Program,Title I Schoolwide Eligible-Target Assist Program,Title I Schoolwide Eligible-Target Assist Program,uri://ed-fi.org/TitleIPartASchoolDesignationDescriptor
Title I Schoolwide School,Title I Schoolwide School,Title I Schoolwide School,uri://ed-fi.org/TitleIPartASchoolDesignationDescriptor
Title I Targeted Assistance Eligible-No Program,Title I Targeted Assistance Eligible-No Program,Title I Targeted Assistance Eligible-No Program,uri://ed-fi.org/TitleIPartASchoolDesignationDescriptor
Title I Targeted Assistance School,Title I Targeted Assistance School,Title I Targeted Assistance School,uri://ed-fi.org/TitleIPartASchoolDesignationDescriptor
Missing,Missing,Missing,uri://ed-fi.org/TitleIPartASchoolDesignationDescriptor
